line,section_name,section_artist,song_name,artist_name,song_lyrics_url,album,track_number,album_year
Used to be your Romeo but we both were jilted,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"A couple of times, so we had a slippery slope to deal with",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"But still, it gave me hope that we'll get",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"Through it together, a severed earlobe",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
Mailed to you in a E-N-V-elope,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"Would be dope, but what kind of lengths can you go?",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"Pull a Vincent van Gogh, just to convince a damn ho",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
To be a housewife who outright lies,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"She's blackout drunk, now she's backin' out my drive",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"I ran outside, why is she tryna act out?",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"She's just about my size, hit me in the mouth twice",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"Guys, when someone you'd die for",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"Sticks a steak knife in your heart, do you try more?",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"Another late night in, she stumbles through my door",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
Lets the daylight in and all we do's fight more,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"And I ain't violent, but she's goin' through my drawers",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"To plant the K-Y in, I'm gettin' accused by a whore",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
Who smells like St. Ides and who's prob'ly screwed five more,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"Guys, sucked eight/nine men",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
I'm takin' two-by-fours to our eight-by-tens,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"Bitch, it's you I tore out the frame, I win",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"Put up a new high score, beat this game I'm in",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
And here's some two-ply for when you date my friends,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
In order to wipe your ass when you moved your bowels,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"When we renewed our vows, this the thanks I get?",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
I'm waitin' for the day I can,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"Hear you say, ""Marshall, what a skank I've been.""",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"""And there's a new guy, you're being replaced by him.""",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"Got your tubes tied for him, got that boob job for him",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"Hurts me to my core, but the pain I'm in",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"After you, I swore to make the gray skies end",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
Here come the rays like when,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
You get a pay hike and,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
Am I the good guy or do I just play like him,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
And hope that he dumps you?,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"It's like a dream come true, just to scream, ""Fuck you!""",Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
Guess you take life in the same way you play dice then,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
'Cause you just look at me and roll them little snake eyes in,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
Since—,Verse,Eminem,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"Since you bought the jury, they'll call me guilty",Chorus,Jessie Reyez,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
They'll call me guilty,Chorus,Jessie Reyez,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"You bought the jury, they'll call me guilty",Chorus,Jessie Reyez,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
Even though you know the real me,Chorus,Jessie Reyez,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"You can't beat a cheater, convince a nonbeliever",Chorus,Jessie Reyez,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"And I ain't in my feelings, I'm out",Chorus,Jessie Reyez,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
But I'll let you say that you're the good guy,Chorus,Jessie Reyez,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
'Cause this ain't what love looks like,Chorus,Jessie Reyez,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"You can't beat a cheater, convince a nonbeliever",Chorus,Jessie Reyez,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"I ain't in my feelings, I'm out",Chorus,Jessie Reyez,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
But I'll let you say that you're the good guy,Chorus,Jessie Reyez,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
Play like you're the good guy,Chorus,Jessie Reyez,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
"Play like, play like, play like you're the good guy",Chorus,Jessie Reyez,Good Guy,Eminem,https://genius.com/Eminem-good-guy-lyrics,Kamikaze,12,2018-08-31
I got a song filled with shit for the strong-willed,Intro,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
When the world gives you a raw deal,Intro,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Sets you off 'til you scream, ""Piss off! Screw you!""",Intro,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
When it talks to you like you don't belong,Intro,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Or tells you you're in the wrong field,Intro,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
When something's in your mitochondrial,Intro,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"'Cause it latched on to you, like—",Intro,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Knock knock, let the devil in",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Manevolent as I've ever been, head is spinnin'",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"This medicine's screamin', ""L-L-L-Let us in!""",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"L-L-L-Like a salad bowl, Edgar Allan Poe",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Bedridden, shoulda been dead a long time ago",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Liquid Tylenol, gelatins, think my skeleton's meltin'",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Wicked, I get all high when I think I've smelled the scent",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Of elephant manure—hell, I meant Kahlúa",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Screw it, to hell with it, I went through hell with accelerants",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
And blew up my-my-myself again,Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Volkswagen, tailspin, bucket matches my pale skin",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Mayo and went from Hellmann's and being rail thin,Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Filet-o-Fish, Scribble Jam, Rap Olympics '97 Freaknik",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
How can I be down? Me and Bizarre in Florida,Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Proof's room slept on the floor of 'da motel then,Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Dr. Dre said, ""Hell yeah!""",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"And I got his stamp like a postcard, word to Mel-Man",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
And I know they're gonna hate,Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"But I don't care, I barely can wait",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
To hit 'em with the snare and the bass,Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Square in the face, this fuckin' world better prepare to get laced",Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Because they're gonna taste my—,Verse 1,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Venom, (I got that) adrenaline momentum",Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
And I'm not knowin' when I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Ever gonna slow up and I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Ready to snap any moment I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Thinkin' it's time to go get 'em,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
They ain't gonna know what hit 'em,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
(W-W-When they get bit with the—),Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Venom, (I got that) adrenaline momentum",Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
And I'm not knowin' when I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Ever gonna slow up and I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Ready to snap any moment I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Thinkin' it's time to go get 'em,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
They ain't gonna know what hit 'em,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
(W-W-When they get bit with the—),Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"I said knock knock, let the devil in",Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Shotgun p-p-pellets in the felt pen,Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Cocked, fuck around and catch a hot one",Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
It-it's evident I'm not done,Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"V-Venomous, the thoughts spun",Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Like a web and you just caught in 'em,Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Held against your will like a hubcap or mud flap,Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Beat strangler attack,Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
So this ain't gonna feel like a love tap,Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Eat painkiller pills, fuck up the track",Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Like, what's her name's at the wheel? Danica Patrick",Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Threw the car into reverse at the Indy, a nut crashin'",Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Into ya, the back of it just mangled steel",Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
My Mustang and the Jeep Wrangler grill,Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"With the front smashed, much as my rear fender, assassin",Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Slim be a combination of an actual kamikaze and Gandhi (Gandhi),Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Translation, I will probably kill us both",Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
When I end up backin' into ya,Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
You ain't gonna be able to tell what the fuck's happenin' to ya,Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
When you're bit with the—,Verse 2,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Venom, adrenaline momentum",Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
And I'm not knowin' when I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Ever gonna slow up and I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Ready to snap any moment I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Thinkin' it's time to go get 'em,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
They ain't gonna know what hit 'em,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
(W-W-When they get bit with the—),Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Venom, (I got that) adrenaline momentum",Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
And I'm not knowin' when I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Ever gonna slow up and I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Ready to snap any moment I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Thinkin' it's time to go get 'em,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
They ain't gonna know what hit 'em,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
(W-W-When they get bit with the—),Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"I said knock knock, let the devil in",Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Alien, E-E-Elliott phone home",Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Ain't no telling when this chokehold,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"On this game will end, I'm loco",Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Became a Symbiote, so",Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"My fangs are in your throat, ho",Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
You're snake-bitten with my—venom,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
With the ballpoint pen I'm,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Gun cocked, bump stock, double-aught, buckshot",Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Tire thumper, a garrote, tie a couple knots",Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Fired up and caught fire, juggernaut",Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Punk rock, bitch, it's goin' down like Yung Joc",Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
'Cause the Doc put me on like sunblock,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Why the fuck not, you only get one shot",Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Ate shit 'til I can't taste it,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Chased it with straight liquor,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Then paint thinner, then drank 'til I faint",Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
And awake with a headache,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
And I take anything in rectangular shape,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Then I wait to face the demons I'm bonded to,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
'Cause they're chasin' me but I'm part of you,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
So escapin' me is impossible,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
I latch onto you like a—parasite,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
And I probably ruined your parents' life,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
And your childhood too,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
'Cause if I'm the music that y'all grew up on,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
I'm responsible for you retarded fools,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
I'm the super villain Dad and Mom was losin' their marbles to,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
You marvel that? Eddie Brock is you,Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"And I'm the suit, so call me—",Verse 3,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Venom, (I got that) adrenaline momentum",Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
And I'm not knowin' when I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Ever gonna slow up and I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Ready to snap any moment I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Thinkin' it's time to go get 'em,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
They ain't gonna know what hit 'em,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
(W-W-When they get bit with the—),Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
"Venom, (I got that) adrenaline momentum",Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
And I'm not knowin' when I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Ever gonna slow up and I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Ready to snap any moment I'm,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
Thinkin' it's time to go get 'em,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
They ain't gonna know what hit 'em,Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
(W-W-When they get bit with the—),Chorus,Eminem,Venom,Eminem,https://genius.com/Eminem-venom-lyrics,Kamikaze,13,2018-08-31
I walk on water,Chorus,Beyoncé & Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
But I ain't no Jesus,Chorus,Beyoncé & Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
I walk on water,Chorus,Beyoncé & Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
But only when it freezes (Fuck),Chorus,Beyoncé & Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
Why are expectations so high? Is it the bar I set?,Verse 1,Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
"My arms, I stretch, but I can’t reach",Verse 1,Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
"A far cry from it, or it's in my grasp, but as",Verse 1,Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
"Soon as I grab, squeeze",Verse 1,Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
I lose my grip like the flying trapeze,Verse 1,Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
"Into the dark I plummet, now the sky's blackening",Verse 1,Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
"I know the mark’s high, butter–",Verse 1,Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
flies rip apart my stomach,Verse 1,Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
Knowin' that no matter what bars I come with,Verse 1,Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
"You're gonna harp, gripe, and",Verse 1,Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
"That's a hard Vicodin to swallow, so I scrap these",Verse 1,Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
As pressure increases like khakis,Verse 1,Eminem,Walk on Water,Eminem,https://genius.com/Eminem-walk-on-water-lyrics,Revival,1,2017-12-15
